Geneid	Crtl_0h_R2	Crtl_0h_R3	Ctrl_CpG_2h_R2	Ctrl_CpG_2h_R3	Ctrl_CpG_6h_R2	Ctrl_CpG_6h_R3	SMRT_0h_R2	SMRT_0h_R3	SMRT_CpG_2h_R2	SMRT_CpG_2h_R3	SMRT_CpG_6h_R2	SMRT_CpG_6h_R3	Emp_CpG_6h_R1	Emp_CpG_6h_R2	Emp_Uns_R1	Emp_Uns_R2	NCoR1_CpG_6h_R1	NCoR1_CpG_6h_R2	NCoR1_Uns_R1	NCoR1_Uns_R2
Zfp398	353	413	101	127	117	145	411	534	65	103	185	152	252	298	681	384	142	113	914	426
Zfp282	3712	3484	765	922	986	1208	3765	4361	798	668	1827	1516	1620	1867	6751	4695	1209	668	8395	5140
Zfp212	390	473	202	280	237	270	367	464	227	308	301	286	372	403	894	594	473	318	1054	687
Zfp783	0	1	2	1	1	0	71	106	64	61	159	131	39	44	32	13	37	9	49	28
Zfp956	142	210	77	114	132	141	166	230	102	128	144	159	249	201	360	212	148	84	439	193
Zfp777	551	585	409	467	441	495	440	469	367	425	490	462	829	647	892	426	1043	581	1037	544
Zfp746	557	564	373	408	505	580	414	485	390	390	506	515	920	920	1124	692	1344	822	1344	713
Krba1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Zfp467	37	21	23	16	7	7	1	2	4	4	0	0	18	12	9	6	7	3	69	26
Sspo	0	0	0	0	1	3	0	0	1	0	0	0	2	1	1	0	2	0	0	0
Zfp862-ps	36	47	26	43	55	48	25	39	31	36	57	41	98	129	167	172	166	123	174	160
1700026J14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atp6v0e2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc61	46	41	18	24	49	45	50	70	34	38	62	81	112	153	127	122	147	103	126	97
Rarres2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Gm5111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Repin1	145	187	134	198	122	180	120	170	171	213	118	151	309	437	381	211	639	436	410	237
Zfp775	67	69	43	85	50	61	88	131	98	132	71	71	73	112	134	100	248	111	150	115
AI854703	0	0	0	0	0	2	1	0	0	0	1	1	0	0	0	0	0	0	0	0
Gimap8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gimap9	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
Gimap4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gimap6	0	0	1	2	1	1	1	1	4	3	0	3	1	1	0	0	2	1	0	0
Gimap7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gimap1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gimap5	0	0	0	0	0	1	0	1	0	0	1	4	1	2	0	0	9	5	0	0
Gimap3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem176b	8	9	5	22	512	847	2	1	1	1	20	29	295	406	1	7	842	575	10	2
Tmem176a	3	8	8	16	502	803	0	2	1	2	19	18	419	573	1	3	1116	765	6	3
Aoc1	0	0	0	0	3	3	0	0	0	0	0	0	0	3	0	0	3	0	0	0
1600015I10Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Doxl2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930563H07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Svs1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpnmb	0	2	3	0	2	1	2	4	0	1	1	4	1	4	0	2	21	20	7	6
Malsu1	141	136	111	117	165	161	151	149	140	136	158	146	289	330	330	248	440	298	445	312
Igf2bp3	6	10	6	10	11	5	8	11	14	14	11	10	14	14	21	8	19	23	34	11
Tra2a	1466	1776	1765	2294	2694	2704	1186	1385	2110	2157	2382	1973	2891	3617	3216	2084	3795	2777	3459	1713
Ccdc126	26	33	11	12	31	28	25	30	23	14	34	23	27	45	46	35	40	44	61	38
Fam221a	4	13	6	5	17	15	12	13	4	5	3	7	19	21	21	14	19	22	9	9
Stk31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Npy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpp6	3725	3715	2541	2935	1901	1714	3202	3726	2975	2872	2513	1758	2470	3761	6009	5743	2750	2686	9241	6859
Dfna5	45	51	18	19	13	4	28	21	6	11	9	5	6	8	45	25	7	6	72	32
Osbpl3	643	754	155	301	126	105	557	669	156	250	84	72	161	189	1305	718	465	301	1804	961
Cycs	2264	2172	2009	2068	2200	1956	1882	2355	2185	2172	2807	2168	2692	4163	4091	4123	3538	3154	4561	3051
5430402O13Rik	1	0	0	0	0	1	0	2	0	0	6	1	3	1	0	2	6	3	2	0
Mir6371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4921507P07Rik	2	1	2	1	0	1	0	1	2	1	0	0	0	1	3	2	1	0	2	4
Npvf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C530044C16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir148a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm6559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nfe2l3	3	6	6	7	9	9	7	9	6	10	12	3	11	1	10	1	12	2	36	21
Hnrnpa2b1	18077	21737	15537	21630	16089	15130	15622	18515	15437	17083	13893	10922	19006	22919	43612	33622	21256	14279	45132	29417
Cbx3	2001	2393	964	1395	1137	969	1683	2000	907	1100	1013	746	994	2053	3571	4016	1091	1401	4358	3713
Snx10	868	973	238	378	486	405	786	951	358	441	602	446	457	509	1902	1054	881	1041	2619	1448
Skap2	4045	4259	2716	3386	2511	2166	4345	5266	3930	4394	2450	1836	2786	3044	8328	5722	2984	2189	10562	5905
Halr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hoxa1	16	13	6	9	13	10	1	1	1	0	0	0	0	2	10	5	40	20	60	28
Hotairm1	21	20	16	23	21	25	2	1	0	2	0	2	7	7	22	13	53	48	114	71
Hoxa2	2	5	0	4	3	0	0	0	0	0	1	0	1	0	2	0	8	1	16	1
Hoxaas2	1	10	0	1	0	4	0	0	0	0	0	0	0	0	1	0	7	2	0	1
Hoxa3	7	21	4	2	7	5	1	0	0	0	0	0	1	3	11	2	1	1	16	6
Hoxa4	13	8	8	9	14	12	0	1	2	0	2	0	9	6	11	4	13	9	42	18
Hoxaas3	1	4	1	2	0	3	0	0	0	0	0	0	1	1	0	0	1	0	3	1
Hoxa5	13	32	14	19	17	29	0	1	0	0	0	0	5	6	22	3	7	1	24	16
Hoxa6	5	7	9	5	7	11	0	0	0	0	0	0	3	2	3	1	0	0	8	3
Mira	142	143	49	86	85	61	1	2	0	1	0	1	19	23	80	45	7	8	131	94
Hoxa7	150	122	59	77	73	77	3	4	0	0	0	4	13	20	76	79	19	14	149	119
Hoxa9	109	168	57	47	82	71	0	0	0	0	0	0	17	13	54	24	6	7	19	13
Mir196b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hoxa10	6	5	3	3	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1
Hoxa11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hoxa11os	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hoxa13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	0	2
Hottip	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5730457N03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Evx1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700094M24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hibadh	631	705	405	523	549	447	423	608	368	403	513	361	714	920	1246	867	641	640	1515	993
Tax1bp1	3255	3269	2477	3181	2079	1694	3774	4061	3869	4055	2448	1700	2606	2985	5455	3431	3689	3519	8234	4972
Jazf1	284	324	162	225	146	111	405	563	291	382	144	135	295	338	948	499	280	275	1121	673
Gm4872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9430076C15Rik	0	0	2	0	0	0	0	0	2	3	0	1	1	0	0	0	0	2	1	0
Creb5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	2	0	3
Tril	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cpvl	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4921529L05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chn2	144	147	102	153	11	12	154	194	143	172	7	5	45	30	881	533	32	24	924	555
9130019P16Rik	1	0	0	0	0	1	0	0	1	0	0	0	0	0	4	0	0	0	0	0
Prr15	5	1	6	10	1	6	14	17	19	37	2	1	15	7	65	35	33	21	144	69
Wipf3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scrn1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	4	0	0	0	0
Fkbp14	13	23	9	4	3	3	1	2	0	1	1	2	5	3	30	14	1	1	7	0
Plekha8	290	313	170	176	180	166	122	166	81	84	60	78	259	318	643	337	202	196	473	267
Mturn	2	10	4	11	0	1	4	12	7	10	0	2	3	0	8	8	4	0	12	11
Znrf2	1269	1302	605	713	655	522	1045	1249	446	511	537	397	525	859	2133	1755	653	639	3942	2776
Nod1	2	0	1	0	2	1	0	1	2	0	1	2	1	4	3	0	20	6	5	0
Ggct	46	56	44	62	53	49	29	30	41	33	34	20	53	80	117	95	50	40	135	102
Gars	5796	5426	4136	4600	4446	4192	6723	7494	5841	5924	5797	4035	6732	8058	9037	6898	6007	5023	14786	9240
Crhr2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Inmt	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam188b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Aqp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ghrhr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6430584L05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adcyap1r1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neurod6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppp1r17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pde1c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lsm5	432	387	322	373	348	291	357	368	439	400	396	214	401	696	976	863	435	431	911	675
Avl9	918	1075	520	624	868	683	817	946	634	651	884	609	846	1007	1391	759	1482	1423	1868	1005
Kbtbd2	790	979	690	748	777	645	778	865	842	773	761	560	778	994	1528	894	1218	1143	2374	1317
Fkbp9	0	1	0	0	0	0	2	3	1	1	3	0	1	1	1	1	3	0	1	2
Nt5c3	387	396	317	232	545	411	510	613	621	358	2706	1924	967	1701	673	549	5375	5020	838	580
Vmn1r4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Vmn1r5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r13	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0
Vmn1r14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppm1k	640	636	773	383	706	593	987	1356	1608	1082	2067	1359	835	1581	1597	1147	2965	3273	2078	1266
Herc6	376	400	221	232	1619	1252	358	633	306	353	3669	2864	1800	2784	821	502	9033	7592	921	473
Pyurf	147	173	120	162	157	172	167	219	189	228	269	205	253	397	337	282	234	196	464	252
Lancl2	825	963	622	799	753	736	765	810	773	782	881	697	1008	1609	1454	1175	1249	1195	1604	963
Vopp1	254	316	224	208	78	90	502	575	413	407	204	209	217	276	740	390	257	241	658	456
Vmn1r21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abcg2	2	0	2	1	0	1	1	0	3	1	1	0	1	0	0	0	1	0	7	2
Herc3	232	268	109	116	74	78	301	483	148	194	275	178	96	189	469	299	406	331	767	449
Nap1l5	0	4	0	1	1	0	0	3	1	0	5	2	1	0	0	0	3	2	5	2
Fam13a	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
Tigd2	177	148	73	93	97	78	139	184	84	84	108	97	69	103	157	121	38	32	95	42
Gprin3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A530053G22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mmrn1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A730020E08Rik	10	9	4	8	13	16	15	13	12	14	15	10	11	13	20	18	17	16	31	22
Ccser1	108	129	92	100	110	106	100	190	126	136	184	160	129	153	216	120	243	157	413	214
Grid2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atoh1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smarcad1	1015	1261	698	801	1004	941	1041	1332	1018	973	1159	942	1107	1478	1885	1250	1301	1144	2301	1311
Hpgds	408	550	200	389	651	621	1480	1703	830	996	1443	1123	238	374	1009	571	1930	1983	3013	1525
C130060K24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tnip3	22	29	1542	1832	8270	6880	13	5	1200	1276	663	471	5478	7073	11	5	15515	14841	25	19
Ndnf	1	1	7	12	27	32	1	1	25	21	8	10	41	59	2	0	67	58	6	5
Prdm5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
4930544G11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mad2l1	1488	1806	1315	1507	3429	2679	1922	2004	2755	2327	2151	1460	3391	4355	4080	3037	5018	4421	5002	2801
Vmn1r32	0	0	0	1	8	1	3	1	1	1	10	3	3	1	4	0	6	6	2	0
Vmn1r33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gng12	853	873	950	809	612	625	2042	2569	2123	2011	1839	1603	980	1500	2286	1499	2560	2351	6376	3473
Gadd45a	59	43	15	25	47	43	90	97	39	34	34	29	161	170	217	171	467	277	332	249
E230016M11Rik	4	13	3	3	2	0	14	16	4	5	0	1	0	0	11	6	6	1	11	3
Serbp1	12271	12110	10053	11348	11060	10654	7939	9583	9724	10265	11709	9025	12927	19436	22310	17124	14839	13309	29134	17688
Il12rb2	4	11	6	5	5	7	4	13	11	7	13	9	4	6	4	5	5	2	12	3
Il23r	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tacstd2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930515G16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rprl1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpia	692	547	349	395	416	409	840	950	570	568	988	888	596	756	1439	887	635	392	1895	1349
Eif2ak3	689	744	241	233	308	306	603	661	255	252	289	232	363	353	1370	699	399	280	1747	956
Tex37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Foxi3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thnsl2	4	3	2	2	2	0	1	7	6	1	22	15	85	86	18	8	84	44	9	5
Fabp1	0	0	1	1	0	0	0	0	1	0	3	5	9	10	0	0	10	12	0	0
Smyd1	1	0	9	5	13	31	6	7	48	42	196	162	213	264	17	12	1118	736	29	8
Mir8112	4	9	4	7	3	16	6	5	2	4	12	9	11	23	53	55	52	18	60	46
Krcc1	798	998	403	517	1022	794	1028	1254	530	569	1117	751	884	1163	1963	1230	1565	1694	2399	1449
Cd8b1	0	0	3	1	18	12	0	0	0	0	9	5	93	120	1	0	49	17	1	0
Cd8a	1085	582	4826	2260	3996	3743	177	204	1277	780	4144	3295	18563	19973	1349	861	15641	9492	1988	1127
Rmnd5a	2005	2301	1467	1619	1662	1628	1646	1977	1508	1451	1367	1031	2342	2454	3174	1427	2134	1693	3773	1920
Rnf103	330	367	249	234	350	261	243	291	258	238	161	156	306	361	519	340	458	393	824	447
Chmp3	1149	1355	795	972	876	888	1305	1626	1182	1234	1196	870	1246	1501	2337	1667	1782	1425	3415	1781
Kdm3a	1516	1732	930	1486	642	611	1243	1413	1297	1359	955	634	665	586	1730	789	688	551	2489	1184
Reep1	2	9	3	6	5	2	6	5	3	3	5	3	6	1	7	0	3	1	7	1
Mrpl35	642	558	416	478	513	461	385	475	407	402	508	384	645	947	1069	889	564	541	1277	709
Immt	3170	3250	2138	2365	3014	2925	2308	2696	2149	2093	3313	2576	3679	4181	4373	2630	4453	3312	5549	3085
Ptcd3	932	1181	732	901	1293	932	847	1016	848	853	1459	891	1234	1404	1493	724	887	786	1635	1062
Polr1a	3580	3358	2560	2694	2647	3207	2162	2662	2270	2298	3386	3078	4059	4613	4790	3006	1949	1274	5302	2842
9130221F21Rik	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
St3gal5	4026	3980	3847	3715	2459	2735	4128	5214	5214	5157	3758	3607	7268	8868	12582	8630	6472	4714	18014	9666
4933431G14Rik	30	42	45	73	66	32	35	40	32	46	44	19	43	19	44	6	25	12	71	10
Atoh8	6	4	3	3	0	0	14	12	3	10	4	6	8	4	8	8	1	1	4	6
Sftpb	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Usp39	1251	1235	918	1038	1164	1140	845	1131	913	890	1108	954	1702	2334	2277	1911	1597	1280	2495	1659
0610030E20Rik	605	823	460	520	615	632	663	856	451	516	694	578	976	983	2022	894	1116	754	2392	986
Tmem150a	2	7	6	8	3	6	3	5	7	5	2	4	1	2	18	4	5	2	11	3
Rnf181	866	950	615	713	785	727	964	1221	879	959	805	584	1351	1774	3014	2391	1361	995	3681	2152
Vamp5	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1
Vamp8	855	842	580	663	403	443	722	997	613	777	439	394	786	1106	2873	2774	918	646	3390	2403
Ggcx	51	128	49	55	48	52	100	130	41	53	51	47	71	64	253	134	41	28	250	120
Mat2a	3983	5262	3251	4186	4958	3521	5122	6430	4864	5128	8045	5638	5380	7352	6759	4096	5009	3929	8815	4924
Particl	17	32	9	17	21	44	15	25	11	16	27	22	32	42	53	31	58	30	59	36
Capg	1052	626	932	829	524	482	1201	1734	1366	1543	579	575	795	1060	1984	2056	646	230	605	414
Elmod3	89	73	24	18	30	50	40	62	13	22	44	38	50	52	267	127	44	24	167	105
Retsat	262	208	183	220	80	93	136	180	130	171	60	60	75	95	378	275	77	46	293	214
Tgoln1	1089	1191	988	1429	906	783	1127	1289	1465	1718	920	670	1293	1645	2258	1204	1995	1820	3095	1588
Tgoln2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tcf7l1	7	5	2	3	0	2	11	11	4	12	1	4	7	5	12	8	5	2	12	6
Gm15401	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0	0	0
Kcmf1	2412	2305	2371	2659	1901	1833	1894	2109	2337	2364	2535	2005	2524	3228	3866	3139	3821	2854	6167	3675
Tmsb10	11136	10257	9418	9775	5953	11442	14414	16864	16112	19230	13973	18840	20554	45203	78138	106602	41449	42439	109861	81195
Dnah6	136	162	110	181	137	106	54	69	60	51	28	42	28	28	78	55	43	34	115	62
Suclg1	1785	1858	1395	1711	1095	1009	1332	1751	1350	1446	1301	964	1262	1766	3344	2559	1269	999	3715	2291
1700065L07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4931417E11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ctnna2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Lrrtm1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6330415B21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Reg3b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Reg3d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Reg3a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Reg2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Reg1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Reg3g	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Gm20362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrtm4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Mir7232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700009C05Rik	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gcfc2	231	265	116	191	203	193	215	237	125	164	185	151	204	193	419	215	194	139	444	256
Mrpl19	876	862	615	668	792	815	548	775	661	664	871	714	1213	1592	1453	1133	1015	832	1655	913
Eva1a	10	10	11	5	32	27	34	45	49	49	55	28	235	401	144	118	404	311	47	40
Tacr1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Pole4	923	1086	670	824	856	955	981	1326	847	1015	1080	943	1520	2006	1939	1578	2100	1405	2367	1543
Hk2	2063	2651	3391	3026	5607	6734	2357	3108	4659	4540	4778	4669	6190	9900	6012	3985	18189	12810	6480	4318
2310069B03Rik	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Sema4f	51	76	11	47	5	9	24	40	12	10	16	27	17	11	152	106	39	21	112	102
M1ap	14	13	4	11	10	9	55	69	17	18	23	20	11	8	15	15	22	6	23	13
Dok1	475	513	425	402	474	525	618	709	407	430	714	726	1418	1450	1437	961	1941	803	1467	875
Loxl3	5	7	4	14	28	14	10	10	9	6	27	22	46	15	16	3	70	12	10	4
Mir7040	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Htra2	277	308	267	302	361	445	383	388	286	345	445	415	700	494	570	477	830	234	687	463
Aup1	1955	2054	1693	1966	1652	1861	1627	1986	1882	2021	1634	1569	2325	2177	3837	2715	2952	1584	5224	2809
Dqx1	19	88	32	62	84	98	26	41	33	48	76	62	117	15	69	2	108	8	53	15
Tlx2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0
Pcgf1	93	154	57	73	94	76	121	117	75	64	99	76	128	127	335	141	160	83	287	144
Lbx2	0	0	0	0	1	0	0	0	0	0	0	0	2	1	2	0	0	0	1	0
Ccdc142	99	212	27	48	90	85	163	177	34	48	110	93	113	41	302	30	128	30	299	92
Mrpl53	237	297	171	170	280	306	201	280	188	158	267	249	481	653	663	504	838	492	855	523
Mogs	1958	1787	1199	1346	1060	1295	1195	1449	1137	1177	1202	1129	1411	1918	3152	3001	1914	1189	5068	3144
Wbp1	401	355	265	292	183	237	358	483	345	400	219	184	315	277	859	584	378	167	1095	574
Ino80b	175	165	112	106	142	186	188	253	129	129	241	237	418	675	584	961	456	296	709	652
Rtkn	43	55	33	28	13	13	26	31	18	31	17	12	31	26	64	38	13	3	21	8
Wdr54	39	46	32	36	22	24	27	25	13	15	5	8	33	21	86	54	25	12	84	39
1700003E16Rik	2	3	1	0	1	0	5	8	2	1	5	4	6	5	13	7	4	3	6	3
Dctn1	3601	3420	2607	3109	1955	2519	3152	3812	3107	3607	2546	2491	3819	3102	7125	3231	5047	2408	7649	4124
