Geneid	Ctrl_0h_R2	Ctrl_0h_R3	Ctrl_CpG_2h_R2	Ctrl_CpG_2h_R3	Ctrl_CpG_6h_R2	Ctrl_CpG_6h_R3	SMRT_0h_R2	SMRT_0h_R3	SMRT_CpG_2h_R2	SMRT_CpG_2h_R3	SMRT_CpG_6h_R2	SMRT_CpG_6h_R3
Klk12	0	0	0	0	0	0	0	0	0	0	0	0
Klk11	0	0	0	0	0	0	0	0	0	0	0	0
Klk10	0	0	0	0	0	0	0	0	0	0	0	0
Klk9	0	0	0	0	0	0	0	0	0	0	0	0
Klk8	1	5	1	8	1	1	0	0	1	2	0	0
Klk7	0	0	0	0	0	0	0	0	0	0	0	0
Klk6	0	0	0	0	0	0	0	0	0	0	0	0
Klk5	0	0	0	0	0	0	0	0	0	0	0	0
Klk4	1	0	0	1	0	0	0	0	0	0	0	0
Klk15	1	0	5	0	57	27	0	0	0	0	3	6
Klk1b7-ps	0	0	0	0	0	0	0	0	0	0	0	0
Klk1b8	0	0	0	0	7	3	0	0	0	0	1	0
Klk1b1	0	0	0	0	12	8	0	0	0	0	0	0
Klk1b9	2	7	2	3	180	115	4	3	0	4	15	2
Klk1b11	0	3	2	5	53	50	0	0	0	0	4	5
Klk1b26	0	0	0	0	0	0	0	0	0	0	0	0
Egfbp2	0	0	0	0	0	0	0	0	0	0	0	0
Klk1b27	29	24	19	11	13	20	0	0	0	0	0	0
Klk1b21	0	0	0	0	0	0	0	0	0	0	0	0
Klk1b22	0	0	0	0	15	6	0	0	0	0	1	1
Klk1b16	17	23	26	26	252	118	0	0	0	1	8	6
Klk1b24	0	0	0	2	0	0	0	0	0	0	0	0
Klk1b3	0	0	0	0	1	1	0	0	0	0	0	1
Klk1b4	1	1	0	1	3	0	0	0	0	0	0	0
Klk1b5	1	0	0	0	1	0	0	0	0	0	0	0
Klk1	0	2	0	0	1	1	0	0	0	0	1	0
1700028J19Rik	24	24	19	18	26	15	14	16	19	18	19	14
2410002F23Rik	1068	1670	1389	1880	1408	1431	774	1088	1160	1294	1266	1180
Snord88c	2	4	3	7	7	4	3	9	3	9	3	5
Snord88a	0	4	0	0	2	2	0	0	0	0	3	5
Acpt	0	1	0	3	3	4	1	0	0	0	1	1
Clec11a	15	5	6	10	8	7	9	10	5	7	11	15
Shank1	0	3	1	0	2	0	0	0	0	0	0	0
1700008O03Rik	2	3	3	2	1	2	0	0	0	1	3	3
Syt3	0	1	0	0	0	1	0	5	1	0	0	0
Lrrc4b	0	0	0	0	0	0	1	0	0	0	0	0
Aspdh	0	0	0	0	0	0	0	0	0	0	0	0
Josd2	240	245	205	240	235	308	169	281	231	236	317	317
Mir7052	1	0	1	2	2	4	0	1	1	1	1	2
5430431A17Rik	0	0	0	0	1	0	0	0	0	0	1	0
Emc10	1243	1184	1125	1236	644	1067	830	1087	1000	1163	703	819
Fam71e1	2	1	3	4	3	3	2	3	2	2	8	8
Mybpc2	0	1	0	0	1	2	2	0	0	0	0	0
Spib	1	1	1	0	6	18	1	0	0	1	0	1
Pold1	2015	2347	1122	1606	1362	1763	1560	2236	1172	1403	1132	1393
Mir7053	0	0	0	0	0	1	0	0	0	0	0	0
Nr1h2	1250	1186	900	1134	813	938	1226	1587	1169	1403	1203	1141
Napsa	4556	3862	4612	4644	3910	4210	973	1471	1532	1777	1644	1775
Kcnc3	92	122	106	174	193	252	18	28	18	22	29	45
Myh14	7	7	1	4	0	0	0	0	0	0	0	0
Izumo2	0	0	0	0	0	0	0	0	0	0	0	0
Zfp473	45	54	55	22	45	40	17	28	29	26	21	10
Vrk3	635	551	395	475	512	569	458	586	454	499	421	423
Atf5	76	61	70	89	68	116	224	266	204	321	220	262
Nup62-il4i1	0	1	5	7	5	5	2	2	0	2	2	3
Nup62	2094	2149	1806	2185	2055	2623	1723	2239	2043	2562	2088	2187
Il4i1	0	2	1	3	22	38	0	1	2	4	8	9
Tbc1d17	242	257	126	126	285	281	188	201	109	123	242	204
Akt1s1	309	302	189	220	447	549	275	338	229	247	561	643
Mir707	0	0	0	0	0	0	0	0	0	0	0	0
Pnkp	757	791	520	649	659	723	653	831	492	612	560	542
Ptov1	661	600	494	528	353	407	382	463	281	355	242	303
Med25	960	979	619	732	638	707	660	875	538	577	629	588
Fuz	79	79	79	68	59	87	54	80	39	44	37	27
Ap2a1	1515	1535	1087	1347	1250	1461	1148	1463	1208	1192	1266	1228
Tsks	1	1	0	0	0	0	2	1	1	0	2	0
Cpt1c	2	5	0	3	2	2	122	147	86	83	67	52
Prmt1	4448	4449	4005	4851	3865	4465	2775	3189	4355	4197	4455	3696
Gm15545	18	46	17	16	27	32	34	44	21	21	24	12
Bcl2l12	132	228	87	140	149	141	160	185	104	103	86	84
Irf3	640	823	692	945	830	1013	676	829	693	769	808	727
Scaf1	1801	1735	1169	1241	1467	2108	1366	1613	1244	1306	1553	1788
Mir7054	0	0	0	0	1	0	0	0	0	0	0	1
Rras	236	173	174	137	220	204	162	177	218	223	169	172
Prr12	1229	1401	357	442	483	698	904	1176	190	191	363	395
Prrg2	120	146	77	83	100	134	104	134	99	109	124	99
Nosip	842	762	428	470	560	664	563	646	356	311	635	522
Rcn3	4	3	0	0	0	1	3	3	2	3	3	1
Fcgrt	2339	2467	1177	1612	289	329	1532	1944	851	1150	270	210
Mir150	0	0	0	0	0	0	0	0	0	0	0	1
Rps11	13121	13384	11264	12928	8821	10916	10624	13343	11971	13163	11093	10009
Snord35b	1	10	4	6	4	5	1	2	3	6	5	4
Rpl13a	27779	24991	23083	24243	18386	22164	17730	21980	20227	21926	19494	17185
Snord35a	5	9	3	3	3	14	1	4	3	1	7	1
Snord34	2	4	1	5	4	4	3	1	1	0	0	3
Snord33	7	2	1	4	1	2	1	2	0	2	0	2
Mir5121	0	0	0	1	2	1	1	1	1	2	3	2
Snord32a	2	5	4	2	9	11	4	5	6	5	3	6
Flt3l	53	61	23	27	17	9	55	57	27	23	15	12
Aldh16a1	1495	1263	1158	1185	1033	1229	769	1006	821	954	918	956
Pih1d1	714	761	600	705	421	615	487	612	523	604	528	547
Slc17a7	61	44	29	40	8	8	6	3	1	5	1	2
Mir7055	0	0	0	0	0	0	0	0	0	0	0	0
Gfy	0	0	0	0	0	0	0	0	0	0	0	0
Pth2	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc155	0	1	2	3	1	1	1	0	0	1	0	1
Dkkl1	4	4	0	1	0	1	2	0	0	1	0	0
Tead2	0	1	0	0	0	0	0	0	0	0	0	0
Cd37	58	100	40	97	19	25	5	5	3	7	0	0
1700039E15Rik	0	0	0	0	0	0	0	0	0	0	0	0
Trpm4	53	88	151	136	202	225	18	30	149	103	154	131
Rpl14-ps1	4961	4822	4099	4861	3327	4226	2996	3664	3687	3810	3567	2945
Hrc	2	1	8	5	47	50	0	0	22	13	49	47
Ppfia3	36	32	150	130	174	256	6	10	237	193	338	443
Mtag2	0	1	1	4	3	2	0	0	0	0	1	0
Lin7b	4	6	8	5	2	11	2	1	1	0	4	0
Snrnp70	4515	4747	3578	4534	4091	4998	3619	4446	4379	4466	4734	4402
Kcna7	8	6	14	13	5	7	4	1	12	14	1	5
Ntf5	6	12	3	0	2	7	0	0	0	1	0	0
Lhb	0	1	0	1	0	0	0	1	0	0	1	0
Ruvbl2	2070	2048	1551	1883	1426	1898	1278	1534	1262	1343	1561	1420
Gys1	980	1043	519	618	602	674	734	964	352	499	458	417
Ftl1	20237	19535	16563	20081	13066	20413	11774	15197	13989	15117	12268	12019
Bax	1225	1237	943	1180	878	1200	855	1102	927	1015	976	1013
Dhdh	183	232	111	143	109	86	42	75	22	33	26	28
Tulp2	1	4	0	3	2	0	1	0	1	0	0	0
Nucb1	2746	2445	2235	2375	783	1167	1912	2494	2089	2387	919	991
Ppp1r15a	215	193	465	479	317	470	92	133	799	1139	210	197
Plekha4	2	1	3	4	4	4	0	1	1	6	3	4
Hsd17b14	0	0	0	0	0	0	0	0	0	1	0	1
0610005C13Rik	0	1	1	0	2	0	0	0	5	2	2	1
Bcat2	906	896	633	730	621	780	716	997	916	969	846	818
Fgf21	0	0	0	0	0	0	0	0	0	1	0	0
Fut1	0	0	0	0	0	2	0	2	2	1	2	0
Izumo1	1	2	2	3	3	2	0	0	0	2	0	3
Rasip1	117	47	532	487	170	164	36	36	572	519	112	111
Mamstr	0	1	22	16	8	8	0	1	21	21	3	6
Fut2	0	0	3	4	0	3	0	0	1	1	4	0
Sec1	0	0	2	0	1	0	0	0	0	0	0	0
Ntn5	0	0	1	0	0	0	0	0	0	0	0	0
Car11	1	0	0	0	1	0	0	1	1	1	0	2
Dbp	23	35	8	16	11	9	29	38	13	13	5	12
Sphk2	821	854	487	491	730	942	776	968	624	568	796	884
Rpl18	13713	12048	11445	12346	8786	12952	7681	10300	10113	11228	9354	9947
Fam83e	1	8	3	1	4	6	1	1	2	6	4	2
Spaca4	0	0	2	2	0	0	0	0	1	1	2	0
Sult2b1	5	8	3	7	9	5	3	5	6	5	1	0
Lmtk3	4	17	9	7	7	4	2	3	8	1	1	5
Cyth2	844	794	627	644	585	680	678	703	678	713	630	612
Kcnj14	7	4	13	12	16	16	5	2	4	6	10	8
Grwd1	1052	979	1074	1168	1159	1389	540	647	1020	1072	1205	1193
Grin2d	12	12	9	11	3	12	8	6	7	11	5	12
Kdelr1	1168	1191	741	858	623	676	1154	1405	1027	1066	705	640
Syngr4	8	13	9	6	12	8	0	9	5	6	2	8
Tmem143	113	141	90	93	84	132	85	145	88	76	98	95
Emp3	8	19	29	67	12	19	1	2	11	6	3	5
Ccdc114	15	12	4	6	2	4	13	8	9	9	5	4
Abcc6	0	0	0	0	0	0	0	0	0	0	0	0
Nomo1	4032	3528	3336	3394	2837	3258	2656	3203	3056	2991	2896	2768
Kcnj11	2	0	0	1	0	0	0	0	0	0	0	0
Abcc8	384	535	239	351	36	34	356	404	255	327	15	20
Ush1c	1264	1041	754	756	363	430	1137	1421	826	999	773	714
Otog	0	0	0	0	0	0	0	0	0	0	0	0
Munc	0	0	0	0	0	0	0	0	0	0	0	0
Myod1	0	0	0	0	0	0	0	0	0	0	0	0
Kcnc1	1	0	0	0	0	0	0	0	0	0	0	0
Sergef	147	154	100	112	79	86	139	190	124	148	138	123
Tph1	0	0	0	0	0	0	0	0	0	1	0	0
Saal1	457	499	310	423	351	396	444	537	484	511	614	460
Saa3	1	0	0	1	18	28	0	0	3	0	1	2
Saa4	0	0	0	0	0	0	0	0	0	0	0	0
Saa1	0	0	0	0	0	0	0	1	0	0	0	0
Saa2	0	0	0	0	0	0	0	0	0	0	0	0
Hps5	1254	1772	505	767	705	751	1756	2260	748	966	1327	1035
Gtf2h1	1800	1909	1353	1550	1960	1627	1420	1747	1346	1294	2248	1570
Ldha	32749	28805	26775	28051	19977	22288	21280	27412	23359	24610	16539	13262
Ldhc	0	0	4	6	9	14	1	1	1	0	2	1
Tsg101	970	1100	759	972	773	709	1035	1353	1042	1126	884	708
Uevld	249	375	168	175	247	202	387	358	215	167	286	178
C86187	0	0	0	1	0	0	0	0	0	0	0	0
Gm9999	0	0	0	0	1	0	0	0	0	0	0	2
Spty2d1	2080	1996	2776	2839	1525	1385	1748	2245	2836	2564	2145	1615
Tmem86a	446	331	186	246	34	73	612	857	81	119	237	261
Ptpn5	0	1	0	0	0	0	0	1	0	0	0	1
Mir7056	0	0	0	0	0	0	0	0	0	0	0	0
Mrgpra6	0	0	0	0	0	0	0	0	0	0	0	0
Mrgpra9	0	0	0	0	0	0	0	0	0	0	1	0
Mrgpra1	0	0	0	0	0	0	0	0	0	0	0	0
Mrgpra2a	0	0	0	0	0	0	0	0	0	0	0	0
Mrgpra2b	0	0	0	0	0	0	0	0	0	0	0	0
Mrgpra3	0	0	0	0	0	0	0	0	0	0	0	0
Mrgpra4	0	0	0	0	0	0	0	0	0	0	0	0
Mrgprx1	0	0	0	0	0	0	0	0	0	0	0	0
Mrgprb5	0	0	0	0	0	0	0	0	0	0	0	0
Mrgprb4	0	0	0	0	0	0	0	0	0	0	0	0
Mrgprb8	0	0	0	0	0	0	0	0	0	0	0	0
Mrgprb1	0	0	0	0	0	0	0	0	0	0	0	0
Mrgprx2	0	0	0	0	0	0	0	0	0	0	0	0
Mrgprb2	0	0	0	0	0	0	0	0	0	0	0	0
Mrgprb3	0	0	0	0	0	0	0	0	0	0	1	0
Zdhhc13	1522	1933	1693	1397	3475	3443	2301	2653	4789	3193	6248	5030
Csrp3	0	0	0	0	1	0	0	0	0	1	0	1
E2f8	2872	3694	1720	1821	2127	2709	3052	3813	3083	2750	2623	2394
Nav2	23	12	20	26	6	8	330	428	296	419	55	60
Dbx1	0	0	0	0	0	0	0	0	0	0	0	0
Htatip2	222	297	149	186	231	221	352	407	233	257	325	318
Prmt3	748	963	480	632	859	910	866	1097	657	752	1184	1010
Slc6a5	0	0	0	0	0	0	0	0	0	0	0	0
Nell1	0	0	0	0	0	0	0	0	0	0	0	0
Nell1os	0	0	0	0	0	0	0	0	0	0	0	0
4933405O20Rik	0	0	0	0	0	0	0	0	0	0	0	0
Ano5	0	0	0	0	0	0	0	0	0	0	0	0
Slc17a6	0	0	0	0	0	0	0	0	0	0	0	0
Fancf	74	77	31	45	59	50	85	69	66	56	69	73
Gas2	13	34	14	24	23	32	26	39	14	28	24	22
Svip	0	2	0	0	0	0	0	2	0	0	0	0
1700015G11Rik	0	0	0	0	0	0	0	0	0	0	0	0
Mir6238	0	0	0	0	0	0	0	0	0	0	0	0
Luzp2	0	0	0	0	0	0	0	0	0	0	0	1
Siglech	2	1	1	8	0	2	0	1	1	0	0	0
Tubgcp5	438	592	231	332	465	353	594	674	377	329	506	347
Cyfip1	2106	2220	1786	2133	2989	2358	1734	2141	1958	2099	1412	1185
Nipa2	1130	1144	754	977	1392	1041	1256	1430	1315	1273	1498	1087
A230056P14Rik	7	6	1	4	6	2	10	2	5	6	3	6
Nipa1	6	15	3	2	7	6	24	27	4	9	9	6
Herc2	1642	2027	1025	1367	1785	1962	1842	2525	1517	1806	2072	1940
Oca2	0	0	0	0	0	0	0	0	0	0	0	1
Gabrg3	0	0	0	0	0	0	0	0	0	0	0	0
Gm9962	0	0	0	0	0	0	0	0	0	0	0	0
Gabra5	0	0	0	0	0	0	0	0	0	0	0	0
Mir6389	0	0	0	0	0	0	0	0	0	0	0	0
Gabrb3	0	0	0	0	0	0	1	0	0	0	0	0
Atp10a	59	61	50	56	97	109	20	35	25	29	53	56
Ube3a	1796	2084	1302	1380	1970	1523	1841	2223	1459	1408	2050	1540
C230091D08Rik	566	705	419	445	558	458	603	651	452	330	579	416
Ipw	0	0	0	0	0	1	0	0	0	0	0	0
Snord116l1	0	0	0	0	0	0	0	0	0	0	0	0
Snord116	0	0	0	0	0	0	0	0	0	0	0	0
Snord116l2	0	0	0	0	0	0	0	0	0	0	0	0
Snhg14	0	0	0	0	0	0	0	0	0	0	0	0
Snord64	0	0	0	0	0	0	0	0	0	0	0	0
Snurf	0	0	0	0	0	0	0	0	0	0	0	0
Snrpn	0	0	0	0	0	0	0	0	0	0	0	0
B230209E15Rik	0	0	0	0	0	0	0	0	0	0	0	0
Mir344d-1	0	0	0	0	0	0	0	0	0	0	0	0
Mir344d-2	0	0	0	0	0	0	0	0	0	0	0	0
A230057D06Rik	0	0	0	0	0	0	0	0	0	0	0	0
Mir344d-3	0	0	0	0	0	0	0	0	0	0	0	0
Mir344e	0	0	0	0	0	0	0	0	0	0	0	0
Mir344h-1	0	0	0	0	0	0	0	0	0	0	0	0
Mir344h-2	0	0	0	0	0	0	0	0	0	0	0	0
Mir344b	0	0	0	0	0	0	0	0	0	0	0	0
Mir344c	0	0	0	0	0	0	0	0	0	0	0	0
Mir344	0	0	0	0	0	0	0	0	0	0	0	0
Mir344-2	0	0	0	0	0	0	0	0	0	0	0	0
A330076H08Rik	0	0	0	0	0	0	0	0	0	0	0	0
Mir344g	0	0	0	0	0	0	0	0	0	0	0	0
Mir344f	0	0	0	0	0	0	0	0	0	0	0	0
Mir344i	0	0	0	0	0	0	0	0	0	0	0	0
Ndn	0	0	0	0	0	0	0	0	0	0	0	0
Magel2	0	0	0	0	0	0	0	0	0	0	0	0
Mkrn3	0	0	0	0	0	0	6	8	4	6	8	6
Peg12	0	0	0	0	0	0	110	152	38	46	41	46
Chrna7	0	0	0	0	0	0	0	0	0	0	0	0
4930554H23Rik	0	0	0	0	0	0	0	0	0	0	0	0
Otud7a	0	0	0	0	0	0	0	0	0	0	0	0
Klf13	1582	1725	1134	1770	397	445	1599	2181	1358	1620	571	564
E030018B13Rik	0	1	0	0	1	0	0	1	0	0	0	1
Trpm1	0	0	0	0	0	0	0	0	0	0	0	0
Mir211	0	0	0	0	0	0	0	0	0	0	0	0
Mir6416	0	0	0	0	0	0	0	0	0	0	0	0
Mtmr10	209	245	108	115	84	73	172	236	113	120	162	116
Fan1	60	83	34	31	58	65	49	64	18	10	47	46
Mphosph10	1159	1258	879	1025	1035	906	1028	1161	1050	1085	1235	945
Mcee	74	82	59	71	26	30	60	65	59	47	24	19
Apba2	0	0	0	0	0	0	0	0	0	0	0	0
Fam189a1	4	8	2	6	0	0	15	27	7	11	7	3
Ndnl2	390	414	241	256	252	311	405	467	310	298	282	280
Tjp1	0	0	0	0	0	0	0	0	0	0	0	0
BC046251	0	0	0	0	0	0	0	0	0	0	0	0
Tarsl2	145	192	43	104	50	51	35	32	15	9	6	15
Tm2d3	234	238	112	133	136	117	196	219	115	131	131	101
1810008I18Rik	0	0	0	0	0	0	0	0	0	0	0	0
Pcsk6	0	0	0	0	0	0	0	0	0	0	0	0
Snrpa1	1683	1500	1510	1662	1460	1497	1107	1396	1505	1521	1663	1354
Vimp	1330	1328	818	1118	918	843	1330	1551	1199	1274	880	655
Chsy1	570	550	423	506	261	302	440	568	709	804	257	293
Lrrk1	1011	1083	542	543	288	387	886	1195	487	661	420	378
Mir7057	0	0	0	0	0	0	0	0	0	0	0	0
Aldh1a3	0	0	0	1	0	0	0	0	1	0	0	0
Asb7	258	333	154	142	185	153	170	259	124	108	143	133
Lins	149	160	83	105	107	102	122	150	85	53	131	87
Cers3	0	0	0	1	5	0	2	2	2	0	1	1
Adamts17	0	0	0	0	0	0	0	0	0	0	0	0
1700112J16Rik	1	1	0	1	0	0	0	0	0	0	1	0
Lysmd4	104	122	74	92	117	131	91	120	108	107	169	125
Mef2a	2372	2716	1449	1174	1090	1006	3595	4499	2366	2233	2085	1604
Lrrc28	96	108	48	45	58	63	87	100	62	69	95	65
Ttc23	10	8	3	6	13	17	6	13	5	4	22	11
Synm	1	1	0	0	1	0	1	0	0	0	0	0
4833412C05Rik	0	0	0	0	0	0	0	0	0	0	0	0
Igf1r	0	0	0	0	0	0	0	0	0	0	0	0
Pgpep1l	0	0	0	0	0	0	0	0	0	0	0	0
Gm16157	0	0	0	0	0	0	0	0	0	0	0	0
Fam169b	0	0	0	0	0	0	0	0	0	0	0	0
4933436H12Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gm5334	0	0	0	0	0	0	0	0	0	0	0	0
Arrdc4	499	575	304	435	253	341	457	623	723	888	630	560
4930402F11Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gm29683	0	0	0	0	0	0	0	0	0	0	0	0
Nr2f2	0	0	0	0	0	0	0	0	0	0	0	0
B130024G19Rik	0	0	0	0	0	0	0	0	0	0	0	0
4930441H08Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gm36633	0	0	0	0	0	0	0	0	0	0	0	0
1700011C11Rik	0	0	0	0	0	0	0	0	0	0	0	0
Mctp2	0	0	0	0	0	0	0	0	0	0	0	0
Gm6567	0	0	0	0	0	0	0	0	0	0	0	0
LOC100505025	0	0	0	0	0	0	0	0	0	0	0	0
A730056A06Rik	0	0	0	0	0	0	0	0	0	0	0	0
Rgma	0	0	0	0	0	0	0	0	0	0	0	0
Chd2	1487	1870	1046	2245	1020	1084	1664	1741	1905	2245	1254	858
1810026B05Rik	104	201	114	187	184	162	259	274	221	240	279	169
Gm4971	1	0	0	0	0	0	0	0	0	0	0	0
Fam174b	0	0	0	0	0	0	0	0	0	0	0	0
Gm10619	0	0	0	0	0	0	0	0	0	0	0	0
Mir7234	0	0	0	0	0	0	0	0	0	0	0	0
Gm21269	0	0	0	0	0	0	0	0	0	0	0	0
St8sia2	0	0	0	0	0	0	1	2	0	0	0	0
Slco3a1	7460	8640	6351	6659	8503	9337	4988	6253	6031	5472	8043	8047
4930533N22Rik	0	0	0	0	0	0	0	0	0	0	0	0
Sv2b	345	329	83	67	108	88	28	66	13	19	1	1
1500012K07Rik	1	0	0	0	0	0	0	0	0	0	0	0
Akap13	1897	2095	2996	3226	3750	4406	2400	3370	5857	6720	3773	3609
Klhl25	167	169	84	102	129	154	233	324	142	160	148	129
Agbl1	0	0	0	0	0	0	0	0	0	0	0	0
Ntrk3	0	0	0	0	0	1	0	0	0	0	0	0
E430016F16Rik	0	0	0	0	0	0	0	0	0	0	0	0
Mrpl46	574	491	406	424	510	536	342	485	484	445	602	500
Mrps11	393	315	291	312	343	359	281	342	290	312	416	345
Det1	215	218	157	143	218	219	161	189	165	124	219	199
Mir7-2	0	0	0	0	0	0	0	0	0	0	0	0
Aen	340	386	429	426	495	576	260	379	485	499	623	595
Isg20	50	19	67	35	295	286	30	38	58	55	1221	1098
Acan	0	0	0	0	0	0	0	0	0	0	0	0
Hapln3	12	8	5	9	2	0	12	14	6	22	1	1
Mfge8	8981	5307	6052	4929	901	1205	7363	8701	6746	7264	1056	1262
Abhd2	675	685	510	517	353	378	544	689	778	872	314	307
Rlbp1	0	1	0	0	0	1	0	0	0	0	0	0
Fanci	498	605	296	364	312	314	451	547	290	365	403	337
Polg	457	578	190	317	104	131	463	587	282	348	145	113
AI854517	0	0	2	1	5	2	0	0	0	1	1	1
Mir9-3	0	0	0	0	0	0	0	0	0	1	0	0
Rhcg	0	1	0	0	0	0	1	0	0	0	0	2
Ticrr	1100	1376	800	1185	867	1114	939	1163	850	994	891	761
Kif7	188	170	142	215	30	45	222	300	158	160	89	105
Plin1	0	0	0	0	0	0	0	0	0	0	0	0
Pex11a	52	69	42	64	28	27	60	105	69	69	43	46
Wdr93	0	1	0	0	0	0	1	2	0	0	1	0
Mesp1	0	0	0	0	0	0	1	2	1	1	0	1
Mesp2	1	5	2	1	1	3	4	6	1	0	0	2
Anpep	7916	6874	4786	5617	2523	2927	6112	8663	3764	4640	2266	1847
Ap3s2	744	805	434	465	562	632	908	1070	669	631	1007	820
Arpin	473	415	381	361	321	362	411	473	457	453	359	307
Zfp710	3230	2950	3032	2933	2204	3133	3239	3993	3458	3262	3149	3435
Gm21057	5	5	4	6	12	6	5	3	7	4	8	8
Idh2	1159	1128	925	964	360	363	771	991	658	746	330	278
Sema4b	127	130	263	259	72	88	168	121	274	362	237	174
Cib1	531	492	437	442	261	342	551	548	518	485	396	312
Gdpgp1	109	109	59	55	53	77	104	116	46	56	88	81
Ttll13	0	1	0	0	0	0	1	1	0	1	0	0
Ngrn	209	239	150	159	197	199	249	271	244	223	327	259
Vps33b	138	212	88	153	163	144	228	296	204	201	256	236
Prc1	2395	2693	1641	1773	2196	1859	3190	3077	2728	2560	2410	1738
Rccd1	40	105	44	70	124	112	69	111	69	79	85	82
Unc45a	1441	1236	1282	1388	888	1090	761	950	1097	1150	777	700
Hddc3	14	23	8	17	15	11	24	16	15	16	15	9
Man2a2	1570	1703	922	1340	386	543	1027	1423	702	1037	231	244
Fes	2504	2744	1353	2006	1209	1558	3113	3886	2158	2632	1415	1366
Furin	1111	1191	5239	5187	12975	16296	1360	1668	7548	8047	5700	6704
Blm	853	1101	624	849	839	766	724	853	660	661	592	489
Crtc3	629	704	507	491	391	427	501	601	614	558	384	396
Gm15880	0	1	2	1	0	1	1	0	0	1	0	0
Iqgap1	24005	22467	21881	24548	17215	17065	20603	24801	27062	28277	21122	17742
Zscan2	20	25	9	9	14	23	11	20	10	13	17	20
Wdr73	276	321	239	218	292	297	304	391	279	239	391	331
Nmb	5	6	8	6	3	4	9	7	11	12	3	4
Sec11a	959	916	787	935	649	606	970	1060	1009	1001	794	564
Zfp592	1180	1339	701	1008	695	875	1080	1340	827	983	888	775
Alpk3	0	0	0	0	2	3	0	1	0	0	0	0
Slc28a1	0	0	0	0	0	0	0	0	0	0	0	0
Pde8a	502	581	322	470	250	268	527	628	380	469	276	278
Rps17	8163	8032	7128	8467	5499	8064	4945	6436	6155	7049	5684	5560
Cpeb1	1	1	0	1	0	0	0	0	0	0	1	0
Ap3b2	2	0	2	0	0	0	1	0	2	2	1	0
BC048679	0	0	0	0	0	0	0	0	0	0	0	0
2900076A07Rik	14	26	7	16	26	14	30	35	20	20	22	10
Mir1839	0	1	1	4	1	2	2	3	3	4	1	0
Fsd2	0	0	0	0	0	0	0	0	0	1	0	0
Whamm	281	319	173	207	264	309	252	354	344	282	442	373
Homer2	0	0	0	0	0	0	0	0	0	2	0	2
Fam103a1	486	461	281	337	335	271	502	585	407	419	400	298
3110040N11Rik	124	138	105	102	123	137	128	163	115	122	162	135
Btbd1	1311	1332	888	1061	750	736	1757	1908	1340	1210	1392	1067
Tm6sf1	2750	3438	1499	2253	178	307	2026	2648	961	1450	265	221
Hdgfrp3	211	438	106	208	20	20	324	355	96	105	39	25
Bnc1	0	0	0	0	0	0	1	0	0	0	0	0
Gm20744	0	0	0	0	0	0	0	0	0	0	0	0
Sh3gl3	0	0	0	0	1	0	0	1	0	0	0	0
Adamtsl3	0	0	0	0	0	0	0	0	0	0	0	0
Saxo2	8	13	3	1	5	8	15	24	7	9	15	9
Eftud1	464	478	455	562	450	401	411	454	570	555	507	390
4933406J10Rik	2	1	2	2	5	1	4	0	3	1	2	0
Mex3b	307	324	572	761	1740	1724	270	310	335	385	171	164
4933430H16Rik	0	0	0	0	2	0	0	0	0	0	0	0
Tmc3	6	8	8	5	123	106	22	40	22	30	22	25
Stard5	446	464	710	477	2503	2337	358	499	402	456	808	708
Il16	784	678	271	183	611	708	646	885	193	264	92	95
1700026D08Rik	0	0	0	2	0	0	2	1	0	0	0	0
Mesdc1	1207	1086	1066	1203	1089	1648	1195	1418	1163	1210	673	888
Mesdc2	759	752	458	532	596	627	557	665	561	561	564	416
Cemip	0	0	0	0	0	0	0	0	3	0	0	0
Abhd17c	379	422	495	543	240	239	434	537	814	837	342	277
Arnt2	0	0	0	1	0	2	0	0	0	0	0	0
Gm2115	0	0	0	0	0	0	0	0	1	0	0	0
Fah	0	5	3	0	7	5	0	1	1	1	12	14
Zfand6	834	1069	600	853	798	623	1106	1329	1074	1031	975	717
2610206C17Rik	9	3	8	5	2	18	6	5	3	6	5	24
Olfr291	0	0	0	0	0	0	0	0	0	0	0	0
Olfr290	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r65	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r66	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r67	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r68	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r69	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r70	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r71	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r72	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r73	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r74	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r75	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r76	0	0	0	0	0	0	0	0	0	0	0	0
Olfr310	0	0	0	0	0	0	0	0	0	0	0	0
Olfr309	0	0	0	0	0	0	0	0	0	0	0	0
Olfr308	0	0	0	0	0	0	0	0	0	0	0	0
Olfr307	0	0	0	0	0	0	0	0	0	0	0	0
